(data_001 "Heyi ndi yone khaedu khulu ya muvhuso wapo" )
(data_002 "Ṱhalutshedzo nga Vho Mishack Amod" )
(data_003 "Hu tshi gungula Minista Vho Frazer Moleketi" )
(data_004 "Ndima i shumana na Vhulanguli ha Zhendedzi" )
(data_005 "Hezwi zwi amba uri a thi faneli u zwifhela muṅwalelwa" )
(data_006 "Arali hu na thuso u fanela u i wana nga kha Tshanḓa na Ṱhoho" )
(data_007 "Hune dza vhulungiwa hone hu dzula ho swa na khoṋo" )
(data_008 "Zwo ralo na kha zwitentsele zwa vhukati na mafheloni a ṅwaha" )
(data_009 "Havha ndi vhone vhane vha imela murole woṱhe" )
(data_010 "Ridzhisiṱara hei i itwa nga bugu ya folio" )
(data_011 "Ndi nnyi ane a kona u ḓivha vhuḓi na vhuvhi arali e si muthu" )
(data_012 "Phindulo yaṋu kana u tutuwa haṋu hu ḓo ntakadza na zwikunwane" )
(data_013 "Zwienda zwitswu zwa tshikolo na maswogisi matshena na matswu" )
(data_014 "Hu si halwo a lu kokomedzwi" )
(data_015 "Hei ndi yone nḓila ya u ḓilugisela zwiḽiwa" )
(data_016 "Hezwi zwi ita uri vha fhedze vha ṱuwe" )
(data_017 "Mudedekadzi ni ṅwana wa vhonnyi" )
(data_018 "Sḽaidi tshiṅwe na tshiṅwe tshi vha tshifanyiso" )
(data_019 "Rabothata, Vho Masekela na Vho Rakgokgo" )
(data_020 "Lu katela Ha Rambuḓa Thengwe Shakaddza na Thononda" )
(data_021 "Nga Lugirika didaskein zwi amba u funza kana u ṋea ndayo" )
(data_022 "Vho Khethani vha nga di vhuyedzedzwa kana vha si vhuyedzedzwe" )
(data_023 "Ri tama u amba Zwisuthu na Zwizulu" )
(data_024 "Ndi afho hu tshi ḓo bebwa ṅwana Asaph nga ṅwaha wa" )
(data_025 "Zwa anḓanwa ha vha u pfulutshela Mweli" )
(data_026 "Uyu e ṅwana wa Nyatshavhumbwa Sweṱhani mukololo wa Thengwe" )
(data_027 "Matambwa avho no vha a u vhaliwa fhedzi hu si u tambiwa" )
(data_028 "Henefha ri wana uri lufu lu ḓisa maṱungu o fhambanaho vhathuni" )
(data_029 "Ndi Mauxu havha vho fumbaho fhano Nzhelele ndi dzithahamirivha" )
(data_030 "Mpofu, Mphaphuli na Raluswielo vho vhusa tshifhinga tshithihi" )
(data_031 "Hu na tshigwada tshi no ri o vha e murathu wa Dyambeu kana Vele" )
(data_032 "Muṅwe hafhu we a ṅwala nga Vharema ndi Edrisi" )
(data_033 "Thaii Ndo loshwa nga ndau ndo dzula fhasi ha mufula Ndi nḓala" )
