(data_001 "Njengoba ilayibhrari beyiyikulu nje bakateleleka ukusebenzisa isipikara." )
(data_002 "Adumise itlherana lakhe lekoloyi akhambe." )
(data_003 "Uyise ka-Annah ngusomabhizinisi weWitlaagte." )
(data_004 "Kukhwelwa iimbhesi nje uNgendu ukude ngomkhumbulo." )
(data_005 "Ulungisa amazwi azakufika awatjho kuKholiwe." )
(data_006 "Khenge ngithembeke endodeni yami uMuzi, uKholiwe wabona kungcono afe." )
(data_007 "Bafike bathathe indlela elunga ePasthawuni." )
(data_008 "NgoMgqibelo olandela womtjhado, kuthe kungavukwa kwaMnguni, kwalungiswa ukudla kwekuseni." )
(data_009 "Njengabafundi nokho kufuzile bona siwazi umehluko hlangana, nokutsenga nokufunda imitlolo." )
(data_010 "Lokho kutjho bonyana bekagoma kuhle khulu angatlhogi litho" )
(data_011 "Kwathoma ukurhwalala inarha yoke yathoma ukuzila." )
(data_012 "Nalo lakhamba lenza umsebenzi walo, ngilo leliya liyozilahla kunina, litjhiya uBonakele asararekile." )
(data_013 "Wabamba uBonakele wamthidlha khulu ngesambogo, athi uyamjezisa njengobana ahlale asenza kwabanye." )
(data_014 "Kodwana lokhu ngikubona kungcono khulu kunepilo le egade ngiyiphila kwethu." )
(data_015 "Uthande isikolo ndodana ikusasa elihle lomuntu namhlanjesi yifundo kwaphela." )
(data_016 "Ngiyathokoza baba ngizakuya esibhedlela eMiddelburg ngiyokuhlola." )
(data_017 "Ungatshwenyeki uThobile uyeza namhlanje." )
(data_018 "Amadolo abhalelwa mzimba, yintobani esingayitlola amehlo alibonile, isizi lakho lisizi lami." )
(data_019 "Ikretjhari yamatje yaba sigayo sabantu." )
(data_020 "UBadanile kaThobisile uphume ngefesidere." )
(data_021 "Ngizokumangala ngombana kugqekezwe indlwami." )
(data_022 "Zoke iinqhema zazizimisele ngokupheleleko ukuthabisa abantu ababeze emqalisweni." )
(data_023 "Kelinye itende kwakubukiswa ngeentjalo zemasimini nemirorho yetonini." )
(data_024 "Abanengi kwabathabisa ukubona uPunkapunka ababemuzwa akhuluma emrhatjhweni." )
(data_025 "Arhalela amadoda kodwana waragela phambili wadla bewasutha." )
(data_026 "Kwakukhona iimenemene ezazibanga itjhada njalo ekuseni." )
(data_027 "Wafese wabatjhiya msinya abesana babomakhelwana." )
(data_028 "Bathanda ukuditjha phakathi ehlathini lapha kwakunemithi." )
(data_029 "Sathuka khulu isilukazi sarhuwelela." )
(data_030 "Lizakukghuthula amasi owafunako bese uthi, rhabha lakagogo jama lizakujama." )
(data_031 "Umntazana lo wakhamba ambethe umtshurhwana kwaphela." )
(data_032 "Uqhuga nje uyihloye kumbi imodere ngombana yabatjhiya nomtlhago ngokubulala ababelethi bakhe." )
(data_033 "Kwathi nasijamako isitimela bahlika boke abafundi." )
(data_034 "Wafese wahlika endaweni ebizwa ngokuthi yimayini." )
(data_035 "Umgomani wamkakarela uyise lakaMbulawa, bewadlula wamusa lapha kwaya khona aboyisemkhulu." )
(data_036 "Nawufuna ukuziphumulela uhlala phezu kwesofa uvulele ithelevitjhini ubukele." )
(data_037 "Utitjhere uMnguni wathi iinkepe ziziintabeza egade sizibona zithunya intuthu." )
(data_038 "Sayibawa imali kubabelethi bethu nakubafowethu abasebenzako, sayikhupha esikolweni." )
(data_039 "Nangambala basevenini baye eplasini." )
(data_040 "Naye wakhe walinga ukusenga, kodwa imino yakhe yayingajayeli ukubamba imibele yekomo." )
(data_041 "Babona ngehlabathi ifukuzelelwa ngaphandle." )
(data_042 "Isilwanyana lesi ngekhe wasibona sikhamba ngaphandle njengezinye iinlwanyana." )
