(data_001 "Wanikezwa omunye wokuba awugcobe emashiyeni" )
(data_002 "Uthe uma ethi qhamu ambone uQoveqove emi ephulula isilevu" )
(data_003 "Wayethi nje chokochoko bese eyeka" )
(data_004 "Ehhovisi lika Dokotela kwathathwa amaningi amabhodlela emithi, kanye nezipopolo nemijovo" )
(data_005 "Umzimba wami wawudikiza sengathi ngingenwe imfiva" )
(data_006 "Isichazamazwi salolu limi ngesika Brusciotto esaphuma ngo-" )
(data_007 "Yingakho ke izifundo zohlelo zibunjwe zaxutshaniswa nokusetshenziswa kolimi oluphilayo" )
(data_008 "Othisha mabazame izibonelo baphinde bakhuthaze abantwana, ukuthola inkulumo ecacile eqondile engenakudiyazela" )
(data_009 "Khetha amaphuzu asemqoka ushiye imininingwane" )
(data_010 "Useshonile uGwebu impilo kaDelsie seyonakala ngokwedlulele" )
(data_011 "Sekuvela uNosimilo Dhlomo intombazane eziphethe kahle esontayo" )
(data_012 "UDick ungumseshi emini ebusuku ungumholi weqembu lezigebengu" )
(data_013 "Incwadi ibhalwe yaba ingxoxo okusho ukuthi yindaba exoxwayo" )
(data_014 "Ngenxa yemfuyo isizwe samaMasayi siphila impilo yonozulazulane, omanxiwa kamili mbuya" )
(data_015 "Uzimelele ngobhoko unyawo ulubeke phezu kwedolo lomunye umlenze" )
(data_016 "Kwahamba kwahamba yancipha imfuyo zaphela izinkomo nezimbuzi" )
(data_017 "Kwaba sengathi uphaphama ebuthongweni uTajewo, uphaphanyiswa ngamazwi alesi sihambi" )
(data_018 "Ake uphume neqhinga phela Tajewo" )
(data_019 "Pho sebewumthuqasi izintuli zihlangene nomjuluko" )
(data_020 "Meromo mngane wami asiziyeke lezo" )
(data_021 "UTajewo usalokhu eculile futhi izwi lakhe, selishiso okwelomzwilili" )
(data_022 "Bahleka oTajewo noMeroro, lapho bebona ubuphukuphuku babo bokukhohlwa imvelo" )
(data_023 "Nsizwa asizame ukubhukuda; sigwedle siyophuma ngale kwalo mfula" )
(data_024 "Futhi ngifuna isipho esingavamile, esingajwayelekile, hhayi imfucumfucu nje" )
(data_025 "Phela lo mlomo wenyoni ucije okomcibisholo" )
(data_026 "Kuthule nje abakade befakwa nyanga zonke iminyaka ngeminyaka" )
(data_027 "Nakhu nalapho kubhalwe khona ngoyinki obomvu, ubuxakaxaka bezinombolo" )
(data_028 "Isibhala iyasheshisa le ntombazane manje" )
(data_029 "Abantu abakhohlwa engumuntu onozwela, ngoba ehawukele umfelokazi" )
(data_030 "Ayenze ibe ngamarandi amahlanu nerandi elilodwa" )
(data_031 "Inkosikazi ifake imali esikhwameni ilungise isikhwama iphume ihambe" )
(data_032 "Abahambi bezindawo babika ukuthi bake bambone eshayela phezulu emgaqweni" )
(data_033 "Abanye bathi bake bambone esebenza ethengisa emakhekheni" )
(data_034 "Awu loya wansondo, usengagoqana namakhekhe nje kuphela" )
(data_035 "Babhekane nalabo abasha asebesebenza eposini" )
(data_036 "Khona lapha kulendawo kwathiwa iphume nobovu ngempela" )
(data_037 "Kwavele kwafika nje insizwa elunge kanjani" )
(data_038 "Abantu bezwa nje ukuthi baphathiswe okwabantu" )
(data_039 "Kwaphela lokhu ukuba umuntu alindele ukuthenga isitembu, aze agugele khona eposini" )
(data_040 "Nezingane azabe zisashaywa emakhaya ngoba zibuye noshintshi ongalungile" )
(data_041 "Yingakho ke sekuhleli eduze kwakhe inkosikazi iphethe amaphepha nepeni" )
(data_042 "Kuthi uma eseqalile ukukhuluma kuze kube sengathi useba ngcono" )
(data_043 "Ibhale inkosikazi isheshise ingafuni ukushiya nelilodwa igama" )
(data_044 "Naye akhulume kuze kube sengathi lona obhalayo ubhala ngomshini" )
(data_045 "Kodwa ngubani ongabe esamkhuza ngaleso sikhathi" )
(data_046 "Kakusaziwa noma uzothi eyiqeda lencwadi ukuyibizela abe eseshona. Ngisizeni muzi waseZitendeni" )
(data_047 "Uma lencwadi ifinyelele kuThishomkhulu, uyokwazi ukungithungathela abaqondene nayo basheshe bayithole" )
(data_048 "Njengoba ngibhala nje ngiphansi kwethunzi lokufa" )
(data_049 "Ngingathi ngiyiqeda le ncwadi ngibe ngiphela" )
(data_050 "Sekudala kufuneka ngiyibhale kodwa ngeswela ongangibhalela yona" )
(data_051 "Igama layo laliqala ngo, kangisalikhumbuli lonke" )
(data_052 "Kuthiwa uma ngingakaxolisi kuyo ngeke ngikuthole ukuphumula" )
(data_053 "Nakini nonke ngiyaxolisa ngendlela enganginiphatha ngayo" )
(data_054 "Kodwa okwenkosikazi yakwaMncube kwedlulela" )
(data_055 "Uthi izingane zakhe zadla udaka ngenxa yami" )
(data_056 "Uthi umkakhe wahamba ezula ezintabeni njengomhlanga ebamba eyeka" )
(data_057 "Ungichazela ukuthi izingane zakhe ngabe zafunda" )
(data_058 "Kunamuhla zicosha amazambane emapulazini zigqoma imigwaqo" )
(data_059 "Kunye okuthiwa kufuneka ngikuthole uxolo lukaMaMncube noma lwezingane zakhe" )
(data_060 "Ngicela nihlanganise imali nikhweze uMaMncube noma omunye wezingane zakhe" )
(data_061 "Yimina ozithobayo nocela uxolo uNkosazana" )
(data_062 "UThishomkhulu uPhakathwayo ameme umhlangano" )
(data_063 "Ahle awukhombe ngakusasa khona esikoleni" )
(data_064 "Kuvele kumenyezelwe ezinganeni ukuthi kunodaba oluphuthuma kabi, okufanele luzodingidwa esikoleni" )
(data_065 "Bathi lomhlangano ubanike ithuba elincane lokuba bazi ngawo, ngoba bona bayasebenza" )
(data_066 "Cha, uTshishomkhulu uyifunda kahle ngesineke impela" )
(data_067 "Kusize khona ukuthi kukhona nabefundisi khona lapha" )
(data_068 "Kwayena uThishomkhulu ungumfundisi futhi" )
(data_069 "Kube ngumzukuzuku ukuba kubuyelwe esimweni somhlangano" )
(data_070 "Izinsizwa ezisencane zona zethuka inhlamba" )
(data_071 "Kodwa kwaba kuhle nje, ngoba nenkulumo yabafana bayizolo emhlanganweni, yayibangenile" )
(data_072 "Siqale sishaye sengathi kasizwa ukuthi bafunani" )
(data_073 "Sibakhombe ngale, lapho kufunwa khona imisebenzi" )
(data_074 "Bachaze ukuthi cha, bazobona umuntu ogulayo" )
(data_075 "Sithi sona asikwazi ukufunda lamagondoviya esandla" )
(data_076 "Bese sithi abake balinde sizobuye siyibone indaba yabo" )
(data_077 "Balinde kuze kube sengathi bakulowaya mugqa omdala waseposini" )
(data_078 "Sishaya indesheni uma imoto kungeyezikhulu" )
(data_079 "Bese kuthi uma sisamile sibheke ngakubo sidle imihlathi" )
(data_080 "Selicabanga nokuba lithi abobuya kusasa" )
(data_081 "Athi usigaxamabhande lona Uyazi yini ukuthi ungaxoshelwa lento oyenzile" )
(data_082 "Wakhipha iduku ngokushesha wesula ihlazo ethi: Amanqe noMamba Amanqe noMamba" )
(data_083 "Bengingazi ukuthi ungithanda kangaka Makhala" )
(data_084 "Kwenzeka konke lokhu usalindele impendulo belu uMakhala" )
(data_085 "Kwakusobala nokho ukuthi usabuyisa ingqondo uGumede" )
(data_086 "Nakudlana lokho ayekuphethe wakukhohlwa ekuphethe" )
(data_087 "Naye waqala ukudlala owakhe umlabalaba emoyeni ewudweba nxa zombili" )
(data_088 "Wayezibuza eziphendula ezitshela eziphikisa ngamelwe ukukwenza" )
(data_089 "Impi wayilwa buthule yedwa futhi ehleli engahlomile" )
(data_090 "Kunzima kunjalo uFezela wazimisa isibindi ngokuthi, Omamba abazi naFezela" )
(data_091 "Wabona ukuthi kubi uFezela, nomzimba wakhe waqala ukuvevezela" )
(data_092 "Wazithi nje nhla, nangempela wazibona emanzi okomuntu onethiwe" )
(data_093 "Mina soze ngakulahla uma ucela usizo lwami, ngenhliziyo yakho yonke nangentobeko" )
(data_094 "Ngiyokuhlenga ngoba ngiyaphendula ongangilingi; futhi ocela ngobuhlakani" )
(data_095 "Wasukuma emamatheka umfo kaGumede, necebo eselifumbethe ngezandla zombili" )
(data_096 "Wathi qalaqala nxazonke wabona kuthe nkwe" )
(data_097 "Wathi nhla, ewashini lakhe, wathola ukuthi sekuyimizuzu engamashumi amathathu, kubuyelwe emsebenzini" )
(data_098 "Bamokha ngensini asebenza nabo, esesebenza ngokuzibulala" )
(data_099 "Ngaphambi kwekhefu ubengenjena uGumede wakwabo" )
(data_100 "Hleze wenqena ukusho mina angikwazi ubhocobele unjimbinjimbi unje" )
